HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NSOD,SOD,ESOD,NNURSERY,NURSERY,ENURSERY,NTOTGRN,TOTGRN,ETOTGRN,NTUNDGLAS,TUNDGLAS,ETUNDGLAS,NFLOWER,FLOWER,EFLOWER,NGRNVEG,GRNVEG,EGRNVEG,NGRNOTHER,GRNOTHER,EGRNOTHER,NMUSHRM,MUSHRM,EMUSHRM,NXMASAREA,XMASAREA,EXMASAREA,NVFTPROD,VFTPROD,NMAPLET,MAPLET
Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic identification,Total number of farms,Total area of sod under cultivation for sale - Farms reporting,Total area of sod under cultivation for sale - Acres,Total area of sod under cultivation for sale - Hectares,Total area of nursery products - Farms reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,"Total area of greenhouses in use on May 16, 2006 - Farms reporting","Total area of greenhouses in use on May 16, 2006 - Square feet","Total area of greenhouses in use on May 16, 2006 - Square metres","Total area under glass, plastic or other protection - Farms reporting","Total area under glass, plastic or other protection - Square feet","Total area under glass, plastic or other protection - Square metres",Greenhouse flowers - Farms reporting,Greenhouse flowers - Square feet,Greenhouse flowers - Square metres,Greenhouse vegetables - Farms reporting,Greenhouse vegetables - Square feet,Greenhouse vegetables - Square metres,Other greenhouse products - Farms reporting,Other greenhouse products - Square feet,Other greenhouse products - Square metres,Total growing area for mushrooms - Farms reporting,Total growing area for mushrooms - Square feet,Total growing area for mushrooms - Square metres,Total area of Christmas trees grown for sale - Farms reporting,Total area of Christmas trees grown for sale - Acres,Total area of Christmas trees grown for sale - Hectares,Sales of forest products in 2005 - Farms reporting,Sales of forest products in 2005 - Amount $,Taps on maple trees in 2006 - Farms reporting,Taps on maple trees in 2006 - Number
35,2,40,50,Morris-Turnberry,319,0,0,0,1,x,x,3,"32,000","2,973",3,"32,000","2,973",1,x,x,2,x,x,0,0,0,0,0,0,3,x,x,29,"129,430",24,"7,315"
35,2,40,55,North Huron,146,0,0,0,1,x,x,5,x,x,5,"34,460","3,201",5,"34,260","3,183",0,0,0,1,x,x,0,0,0,0,0,0,6,x,2,x
35,2,40,63,Ashfield-Colborne-Wawanosh,422,0,0,0,1,x,x,7,"10,724",996,7,x,x,4,x,x,4,x,x,1,x,x,0,0,0,1,x,x,19,"162,053",18,"32,799"
35,2,41,0,Bruce,"2,259",1,x,x,11,109,44,29,"157,016","14,587",29,"163,816","15,219",22,"138,696","12,885",8,"11,894","1,105",6,"6,426",597,1,x,x,10,176,71,140,"1,612,980",97,"58,772"
35,2,41,4,South Bruce,476,0,0,0,0,0,0,3,"4,375",406,3,"4,375",406,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,32,"425,738",18,"16,089"
35,2,41,15,Huron-Kinloss,329,0,0,0,0,0,0,8,x,x,8,"38,856","3,610",4,x,x,4,"6,600",613,2,x,x,0,0,0,0,0,0,22,"181,970",41,"20,626"
35,2,41,24,Kincardine,332,0,0,0,2,x,x,3,x,x,3,x,x,3,x,x,0,0,0,1,x,x,0,0,0,2,x,x,10,"64,784",4,"2,015"
35,2,41,32,Brockton,436,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,27,"361,679",16,"11,926"
35,2,41,43,Arran-Elderslie,355,0,0,0,3,x,x,6,"15,322","1,423",6,"15,322","1,423",5,x,x,4,"5,294",492,1,x,x,0,0,0,1,x,x,17,"169,132",9,"3,608"
35,2,41,45,Saugeen Shores,99,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,4,"44,984",3,x
35,2,41,55,South Bruce Peninsula,147,1,x,x,5,66,27,5,"13,402","1,245",5,"19,302","1,793",4,x,x,0,0,0,1,x,x,1,x,x,2,x,x,20,"252,124",5,"3,408"
35,2,41,69,Northern Bruce Peninsula,85,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,8,"112,569",1,x
35,2,42,0,Grey,"2,687",1,x,x,40,848,343,38,"231,624","21,519",38,"238,570","22,164",28,"208,908","19,408",13,"20,561","1,910",5,"2,155",200,4,"10,620",987,29,373,151,179,"1,734,942",137,"61,450"
35,2,42,4,West Grey,604,0,0,0,10,93,38,7,"34,876","3,240",7,"34,996","3,251",5,"31,420","2,919",1,x,x,2,x,x,1,x,x,9,156,63,45,"483,690",22,"6,896"
35,2,42,5,Southgate,454,0,0,0,8,264,107,7,x,x,7,"27,540","2,559",4,"19,354","1,798",2,x,x,2,x,x,0,0,0,4,82,33,33,"189,180",39,"14,711"
35,2,42,15,Grey Highlands,507,0,0,0,6,85,34,5,"54,320","5,046",5,"54,320","5,046",5,x,x,1,x,x,0,0,0,1,x,x,7,70,28,36,"421,060",21,"14,975"
35,2,42,37,Chatsworth,375,0,0,0,6,x,x,4,x,x,4,x,x,4,"8,554",795,1,x,x,0,0,0,1,x,x,3,7,3,23,"126,539",26,"9,925"
35,2,42,45,Blue Mountains,140,0,0,0,5,109,44,3,x,x,3,x,x,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,9,"136,826",3,"1,320"
35,2,42,47,Meaford,316,1,x,x,5,x,x,5,"26,500","2,462",5,"32,000","2,973",3,"23,500","2,183",3,"3,000",279,0,0,0,0,0,0,2,x,x,17,"284,150",13,"2,276"
35,2,42,53,Georgian Bluffs,291,0,0,0,0,0,0,7,"61,244","5,690",7,"61,344","5,699",6,"59,560","5,533",4,"1,684",156,0,0,0,1,x,x,2,x,x,16,"93,497",13,"11,347"
35,2,43,0,Simcoe,"2,402",14,"3,185","1,289",94,"3,342","1,352",63,"1,527,802","141,937",63,"1,553,739","144,347",41,x,x,18,x,x,9,x,x,3,"31,280","2,906",61,"4,929","1,995",79,"731,840",107,"44,891"
35,2,43,3,Adjala-Tosorontio,201,1,x,x,13,"1,227",497,5,"19,555","1,817",5,x,x,3,x,x,1,x,x,2,x,x,1,x,x,5,"2,213",896,3,"19,814",5,"1,353"
35,2,43,5,Clearview,343,0,0,0,10,131,53,6,"50,536","4,695",6,"50,660","4,706",4,x,x,1,x,x,2,x,x,0,0,0,8,217,88,9,"139,777",5,413
35,2,43,7,New Tecumseth,155,5,615,249,7,172,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x
35,2,43,9,Springwater,286,0,0,0,8,107,43,6,"135,773","12,614",6,"135,773","12,614",4,x,x,1,x,x,1,x,x,0,0,0,5,104,42,10,"189,034",9,"3,979"
35,2,43,14,Bradford West Gwillimbury,164,0,0,0,6,620,251,18,"280,964","26,102",18,"305,183","28,352",9,"151,404","14,066",7,x,x,2,x,x,1,x,x,4,38,15,1,x,4,625
35,2,43,15,Severn,178,0,0,0,7,x,x,6,"7,524",699,6,"7,524",699,6,"7,524",699,0,0,0,0,0,0,0,0,0,3,45,18,5,"11,795",10,"6,137"
35,2,43,17,Innisfil,146,2,x,x,6,197,80,7,"302,948","28,145",7,"302,948","28,145",4,x,x,2,x,x,1,x,x,0,0,0,3,91,37,2,x,2,x
35,2,43,19,Ramara,179,0,0,0,2,x,x,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,3,28,11,3,x,8,572
35,2,43,21,Essa,188,4,"1,819",736,13,223,90,5,x,x,5,x,x,3,x,x,3,x,x,0,0,0,0,0,0,4,707,286,4,x,5,"4,275"
35,2,43,23,Oro-Medonte,352,1,x,x,9,166,67,4,x,x,4,"31,616","2,937",3,x,x,1,x,x,1,x,x,1,x,x,9,187,76,28,"171,689",42,"22,274"
35,2,43,68,Tiny,127,1,x,x,11,299,121,3,"155,000","14,400",3,"155,000","14,400",3,x,x,1,x,x,0,0,0,0,0,0,14,"1,278",517,11,"79,853",13,"4,331"
35,2,43,71,Tay,83,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,8,2,x,3,610
35,3,44,0,Muskoka,199,1,x,x,8,15,6,16,"83,190","7,729",16,"83,190","7,729",13,"80,424","7,472",3,x,x,3,x,x,1,x,x,2,x,x,10,"24,319",31,"8,871"
35,3,44,2,Gravenhurst,43,0,0,0,1,x,x,3,x,x,3,x,x,2,x,x,0,0,0,1,x,x,0,0,0,2,x,x,3,"5,619",3,"1,055"
35,3,44,18,Bracebridge,49,0,0,0,3,x,x,5,"8,226",764,5,"8,226",764,5,"8,226",764,0,0,0,0,0,0,0,0,0,0,0,0,3,"10,000",8,604
35,3,44,42,Huntsville,49,0,0,0,0,0,0,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,2,x,11,"4,944"
35,3,44,53,Muskoka Lakes,58,1,x,x,4,8,3,5,"56,392","5,239",5,"56,392","5,239",4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,9,"2,268"
35,3,46,0,Haliburton,84,1,x,x,4,18,7,4,"8,872",824,4,"8,872",824,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,7,"21,171",21,"17,293"
35,3,46,5,Highlands East,37,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,15,"15,875"
35,3,46,15,Minden Hills,47,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,5,x,6,"1,418"
35,4,47,0,Renfrew,"1,268",1,x,x,11,279,113,19,"154,148","14,321",19,"158,648","14,739",14,"131,260","12,194",10,"13,888","1,290",4,"9,000",836,1,x,x,16,291,118,179,"1,387,565",79,"25,757"
35,4,47,3,McNab/Braeside,147,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,43,17,11,"65,932",8,"1,205"
35,4,47,8,Greater Madawaska,31,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,7,"46,363",4,"1,255"
35,4,47,20,"Brudenell, Lyndoch and Raglan",63,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,29,"294,392",9,"5,540"
35,4,47,30,Madawaska Valley,26,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,9,"69,287",3,"1,420"
35,4,47,33,"Killaloe, Hagarty and Richards",45,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,13,"150,247",7,"4,070"
35,4,47,35,Bonnechere Valley,103,0,0,0,3,x,x,3,"28,000","2,601",3,"28,000","2,601",2,x,x,0,0,0,1,x,x,0,0,0,3,21,8,33,"284,118",6,"1,707"
35,4,47,43,Admaston/Bromley,196,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,18,"178,132",8,x
35,4,47,46,Horton,77,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"43,365",5,"1,675"
35,4,47,56,Whitewater Region,296,0,0,0,1,x,x,3,"3,600",334,3,"3,600",334,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,13,"45,319",20,"5,663"
35,4,47,70,North Algona Wilberforce,95,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,19,"86,578",7,"2,545"
35,4,47,75,Laurentian Valley,162,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,17,"98,363",1,x
35,4,47,90,Laurentian Hills,27,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,4,50,20,4,"25,469",1,x
35,5,48,0,Nipissing,272,0,0,0,2,x,x,7,"69,940","6,498",7,"71,940","6,683",4,"8,220",764,3,x,x,2,x,x,0,0,0,3,23,9,15,"52,183",22,"10,875"
35,5,48,22,Calvin,38,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x
35,5,48,27,Bonfield,33,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,3,x
35,5,48,31,Chisholm,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"1,664",5,"1,801"
35,5,48,34,East Ferris,28,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,2,x,6,"4,465"
35,5,48,55,West Nipissing / Nipissing Ouest,124,0,0,0,0,0,0,3,"6,500",604,3,"8,500",790,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,6,"32,907",6,"2,949"
35,3,49,0,Parry Sound,338,1,x,x,4,33,13,12,"52,588","4,886",12,"52,588","4,886",8,x,x,3,x,x,2,x,x,0,0,0,8,235,95,41,"266,147",56,"119,854"
35,3,49,3,Seguin,21,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,4,x
35,3,49,19,Armour,31,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,6,"57,346",7,"2,575"
35,3,49,24,Ryerson,20,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,4,"2,894"
35,3,49,28,McKellar,24,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,3,890
35,3,49,39,Whitestone,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,"13,532",4,840
35,3,49,43,Magnetawan,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,3,"3,600"
35,3,49,46,Strong,34,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,"68,507",5,"17,150"
35,3,49,54,Machar,20,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,5,"36,221",6,"23,105"
35,3,49,60,Powassan,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,"7,717",2,x
35,3,49,71,Nipissing,42,0,0,0,1,x,x,3,"13,400","1,245",3,"13,400","1,245",2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,7,"50,433",6,"29,560"
35,3,49,96,"Parry Sound, Unorganized, Centre Part",40,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,5,"22,666",12,"38,170"
35,5,51,0,Manitoulin,258,0,0,0,1,x,x,9,"74,567","6,928",9,"75,120","6,979",7,"70,120","6,514",5,x,x,1,x,x,2,x,x,1,x,x,20,"129,474",13,"3,370"
35,5,51,17,Northeastern Manitoulin and the Islands,215,0,0,0,1,x,x,9,"74,567","6,928",9,"75,120","6,979",7,"70,120","6,514",5,x,x,1,x,x,1,x,x,1,x,x,18,x,11,x
35,5,51,24,Gordon,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,2,x
35,5,52,0,Sudbury,143,0,0,0,3,x,x,6,x,x,6,x,x,5,"36,680","3,408",3,x,x,1,x,x,0,0,0,1,x,x,9,"40,070",8,"2,953"
35,5,52,1,French River / Riviäre des Franáais,29,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,1,x
35,5,52,4,St.-Charles,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,2,x
35,5,52,13,Markstay-Warren,39,0,0,0,1,x,x,3,x,x,3,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,3,x,2,x
35,5,52,23,Sables-Spanish Rivers,49,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,5,"13,092",3,292
35,5,53,0,Greater Sudbury / Grand Sudbury,160,4,619,251,5,152,62,10,x,x,10,"182,870","16,989",8,"73,820","6,858",3,x,x,1,x,x,0,0,0,4,126,51,4,"7,670",3,852
35,5,53,5,Greater Sudbury / Grand Sudbury,160,4,619,251,5,152,62,10,x,x,10,"182,870","16,989",8,"73,820","6,858",3,x,x,1,x,x,0,0,0,4,126,51,4,"7,670",3,852
35,5,54,0,Timiskaming,471,0,0,0,3,53,21,5,x,x,5,x,x,4,"47,754","4,436",2,x,x,2,x,x,0,0,0,1,x,x,36,"219,326",2,x
35,5,54,14,Harris,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,1,x
35,5,54,20,Temiskaming Shores,55,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x
35,5,54,21,Hudson,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,24,Kerns,43,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,"19,520",0,0
35,5,54,26,Harley,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0
35,5,54,29,Casey,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0
35,5,54,32,Brethour,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0
35,5,54,34,Hilliard,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"16,567",0,0
35,5,54,36,Armstrong,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0
35,5,54,44,Charlton and Dack,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"19,790",0,0
35,5,54,49,Evanturel,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,0,0
35,5,54,54,Chamberlain,29,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,4,"26,720",0,0
35,5,54,94,"Timiskaming, Unorganized, West Part",103,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,10,"63,191",0,0
35,5,56,0,Cochrane,184,1,x,x,2,x,x,8,"754,650","70,109",8,"756,852","70,314",4,"27,980","2,599",3,x,x,5,x,x,1,x,x,0,0,0,10,"99,571",2,x
35,5,56,27,Timmins,31,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,0,0
35,5,56,92,"Cochrane, Unorganized, North Part",153,0,0,0,1,x,x,6,x,x,6,x,x,4,"27,980","2,599",2,x,x,4,x,x,1,x,x,0,0,0,9,x,2,x
35,5,57,0,Algoma,335,1,x,x,3,37,15,14,"401,684","37,318",14,"402,984","37,438",11,"125,784","11,686",6,x,x,3,x,x,0,0,0,12,162,66,31,"234,839",49,"87,139"
35,5,57,8,St. Joseph,61,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,7,"60,434",24,"72,453"
35,5,57,11,Laird,33,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,2,x,4,"1,005"
35,5,57,16,Johnson,39,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,5,"9,070",4,"3,556"
35,5,57,19,Plummer Additional,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,2,x
35,5,57,35,Huron Shores,61,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,3,57,23,7,"98,345",4,"2,353"
35,5,57,51,"Macdonald, Meredith and Aberdeen Additional",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,3,870
35,5,57,61,Sault Ste. Marie,35,0,0,0,1,x,x,4,"146,632","13,623",4,"146,632","13,623",4,x,x,1,x,x,1,x,x,0,0,0,5,45,18,0,0,1,x
35,5,57,95,"Algoma, Unorganized, North Part",51,0,0,0,1,x,x,3,x,x,3,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,8,"52,113",7,"3,552"
35,5,58,0,Thunder Bay,252,2,x,x,11,413,167,31,"725,618","67,412",31,"767,544","71,307",24,"272,408","25,308",11,"32,368","3,007",7,"420,842","39,098",0,0,0,6,359,145,23,"268,915",1,x
35,5,58,1,Neebing,29,0,0,0,1,x,x,3,x,x,3,x,x,3,"1,610",150,2,x,x,1,x,x,0,0,0,0,0,0,2,x,0,0
35,5,58,4,Thunder Bay,25,0,0,0,3,x,x,9,"261,120","24,259",9,"261,620","24,305",8,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,0,0
35,5,58,11,Oliver Paipoonge,109,2,x,x,3,85,34,8,"221,646","20,592",8,"262,092","24,349",6,"15,800","1,468",2,x,x,3,x,x,0,0,0,3,25,10,10,"49,648",0,0
35,5,58,16,O'Connor,22,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,0,0
35,5,58,90,"Thunder Bay, Unorganized",67,0,0,0,4,245,99,10,"234,916","21,824",10,"235,216","21,852",6,x,x,4,"1,638",152,2,x,x,0,0,0,2,x,x,9,"53,507",1,x
35,5,59,0,Rainy River,312,0,0,0,2,x,x,9,"77,460","7,196",9,"80,544","7,483",9,"72,108","6,699",5,"5,352",497,0,0,0,0,0,0,2,x,x,66,"1,404,667",0,0
35,5,59,11,Alberton,25,0,0,0,1,x,x,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,0,0
35,5,59,16,La Vallee,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,0,0
35,5,59,19,Emo,43,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,5,"48,200",0,0
35,5,59,24,Chapple,67,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,21,"529,742",0,0
35,5,59,31,Morley,49,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,14,"355,519",0,0
35,5,59,40,Dawson,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"221,628",0,0
35,5,59,90,"Rainy River, Unorganized",41,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,9,"211,418",0,0
35,5,60,0,Kenora,92,1,x,x,4,7,3,10,"252,220","23,432",10,"252,720","23,478",5,"62,870","5,841",5,"11,180","1,039",5,"178,170","16,553",1,x,x,1,x,x,8,"87,870",0,0
35,5,60,90,"Kenora, Unorganized",92,1,x,x,4,7,3,10,"252,220","23,432",10,"252,720","23,478",5,"62,870","5,841",5,"11,180","1,039",5,"178,170","16,553",1,x,x,1,x,x,8,"87,870",0,0
46,0,0,0,Manitoba,"19,054",17,"4,370","1,768",108,"1,730",700,211,"2,911,780","270,513",211,"3,035,117","281,972",178,"2,583,098","239,978",108,"230,523","21,416",31,"98,159","9,119",4,x,x,76,853,345,303,"2,797,407",63,"11,408"
46,1,0,0,Agricultural Region 1 - rÇgion agricole 1,"1,385",1,x,x,0,0,0,8,"36,980","3,436",8,"36,980","3,436",6,"21,200","1,970",4,x,x,1,x,x,1,x,x,0,0,0,11,"13,462",2,x
46,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,945",2,x,x,5,x,x,15,"179,670","16,692",15,"199,755","18,558",14,"175,620","16,316",8,x,x,1,x,x,1,x,x,6,46,19,17,x,7,187
46,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,764",0,0,0,5,33,13,14,"37,220","3,458",14,"37,620","3,495",14,"31,656","2,941",9,x,x,1,x,x,0,0,0,1,x,x,23,"73,607",1,x
46,4,0,0,Agricultural Region 4 - rÇgion agricole 4,818,0,0,0,3,x,x,5,"22,924","2,130",5,"23,044","2,141",4,x,x,2,x,x,1,x,x,0,0,0,0,0,0,27,"301,773",2,x
46,5,0,0,Agricultural Region 5 - rÇgion agricole 5,798,0,0,0,1,x,x,6,"23,030","2,140",6,"23,080","2,144",5,"19,330","1,796",4,x,x,1,x,x,0,0,0,1,x,x,22,"207,604",2,x
46,6,0,0,Agricultural Region 6 - rÇgion agricole 6,"1,639",0,0,0,2,x,x,6,"65,878","6,120",6,"65,878","6,120",5,"61,278","5,693",2,x,x,1,x,x,0,0,0,2,x,x,33,"210,258",8,"6,650"
46,7,0,0,Agricultural Region 7 - rÇgion agricole 7,"2,196",1,x,x,17,x,x,13,"146,828","13,641",13,"149,472","13,886",9,"88,100","8,185",7,"50,228","4,666",3,"8,500",790,0,0,0,4,31,13,39,"250,573",8,"2,189"
46,8,0,0,Agricultural Region 8 - rÇgion agricole 8,"2,760",3,110,45,17,221,89,22,"858,620","79,768",22,"865,020","80,363",17,"813,715","75,597",10,"13,905","1,292",4,"31,000","2,880",0,0,0,9,75,30,14,x,6,194
46,9,0,0,Agricultural Region 9 - rÇgion agricole 9,"2,302",2,x,x,31,285,115,65,"953,369","88,571",65,"1,035,749","96,224",51,"836,655","77,728",33,"87,252","8,106",12,"29,462","2,737",1,x,x,20,301,122,34,x,14,448
46,10,0,0,Agricultural Region 10 - rÇgion agricole 10,602,3,512,207,2,x,x,11,"30,118","2,798",11,"33,782","3,138",10,"24,181","2,246",5,"2,235",208,3,"3,702",344,0,0,0,8,208,84,46,"732,193",5,113
46,11,0,0,Agricultural Region 11 - rÇgion agricole 11,"1,244",2,x,x,24,159,64,26,"469,936","43,658",26,"472,766","43,921",25,"427,151","39,684",14,x,x,1,x,x,1,x,x,20,x,x,12,"10,413",4,31
46,12,0,0,Agricultural Region 12 - rÇgion agricole 12,"1,601",3,80,32,1,x,x,20,"87,207","8,102",20,"91,971","8,544",18,x,x,10,x,x,2,x,x,0,0,0,5,36,15,25,x,4,425
46,10,1,0,Division No.  1,602,3,512,207,2,x,x,11,"30,118","2,798",11,"33,782","3,138",10,"24,181","2,246",5,"2,235",208,3,"3,702",344,0,0,0,8,208,84,46,"732,193",5,113
46,10,1,35,Stuartburn,191,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,14,"95,727",0,0
46,10,1,39,Piney,92,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,16,"64,302",1,x
46,10,1,43,Reynolds,64,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,8,x,0,0
46,10,1,46,Whitemouth,117,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,6,x,4,x
